Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Switzerland,Super League,2020/2021,07/02/2021,15:00,Basel,Sion,2,2,D,1.61,4.44,5.28,1.63,4.45,5.5,1.57,4.24,5.1
Switzerland,Super League,2020/2021,07/02/2021,15:00,Servette,Luzern,4,2,H,2.82,3.65,2.47,2.95,3.66,2.5,2.79,3.44,2.39
Switzerland,Super League,2020/2021,07/02/2021,15:00,Young Boys,Lausanne,4,2,H,1.41,4.95,7.69,1.47,5,8.44,1.39,4.73,7.25
Switzerland,Super League,2020/2021,10/02/2021,17:15,Luzern,Lugano,1,1,D,2.05,3.45,3.89,2.25,3.5,3.89,2.07,3.32,3.53
Switzerland,Super League,2020/2021,10/02/2021,17:15,Servette,St. Gallen,2,2,D,2.43,3.62,2.9,2.47,3.75,2.9,2.38,3.53,2.74
Switzerland,Super League,2020/2021,10/02/2021,19:30,Young Boys,Lausanne,1,0,H,1.33,5.42,9.94,1.38,5.75,10.03,1.32,5.26,8.55
Switzerland,Super League,2020/2021,13/02/2021,17:15,Lausanne,Servette,3,1,H,2.52,3.61,2.78,2.57,3.66,2.81,2.44,3.48,2.7
Switzerland,Super League,2020/2021,13/02/2021,19:30,Sion,St. Gallen,1,1,D,3.5,3.87,2.04,3.5,3.9,2.08,3.32,3.69,2.03
Switzerland,Super League,2020/2021,14/02/2021,15:00,Lugano,Young Boys,1,3,A,5.86,3.83,1.65,5.86,3.94,1.69,5.39,3.72,1.63
Switzerland,Super League,2020/2021,14/02/2021,15:00,Luzern,Vaduz,4,0,H,1.81,3.71,4.68,1.84,3.92,4.75,1.78,3.61,4.39
Switzerland,Super League,2020/2021,14/02/2021,15:00,Zurich,Basel,2,0,H,3.36,3.76,2.12,3.6,3.8,2.2,3.23,3.55,2.1
Switzerland,Super League,2020/2021,17/02/2021,17:15,Lugano,Servette,1,1,D,2.63,3.33,2.84,2.66,3.4,2.91,2.54,3.22,2.76
Switzerland,Super League,2020/2021,17/02/2021,17:15,St. Gallen,Luzern,2,1,H,2.82,3.66,2.47,2.93,3.82,2.51,2.75,3.59,2.35
Switzerland,Super League,2020/2021,20/02/2021,17:15,Vaduz,St. Gallen,2,1,H,3.32,3.69,2.16,3.4,3.69,2.24,3.22,3.41,2.16
Switzerland,Super League,2020/2021,20/02/2021,19:30,Basel,Lausanne,0,0,D,2.27,3.75,3.07,2.31,3.75,3.2,2.23,3.48,3.02
Switzerland,Super League,2020/2021,21/02/2021,15:00,Lugano,Luzern,2,3,A,3.3,3.45,2.27,3.31,3.45,2.39,3.14,3.28,2.25
Switzerland,Super League,2020/2021,21/02/2021,15:00,Young Boys,Servette,2,0,H,1.51,4.62,6.22,1.55,4.65,6.22,1.51,4.36,5.65
Switzerland,Super League,2020/2021,21/02/2021,15:00,Zurich,Sion,1,1,D,2.04,3.76,3.61,2.06,3.76,3.65,2,3.56,3.47
Switzerland,Super League,2020/2021,24/02/2021,17:15,Vaduz,Luzern,1,1,D,4.42,3.67,1.86,4.65,3.8,2.04,4.27,3.6,1.8
Switzerland,Super League,2020/2021,27/02/2021,17:15,Servette,Zurich,3,1,H,1.85,4.04,4.04,1.98,4.04,4.4,1.86,3.74,3.86
Switzerland,Super League,2020/2021,27/02/2021,19:30,St. Gallen,Basel,3,1,H,1.93,4.04,3.72,2.04,4.11,4,1.88,3.84,3.65
Switzerland,Super League,2020/2021,28/02/2021,15:00,Lausanne,Lugano,2,0,H,2.32,3.18,3.48,2.4,3.25,3.6,2.25,3.11,3.33
Switzerland,Super League,2020/2021,28/02/2021,15:00,Luzern,Young Boys,2,2,D,3.69,3.82,1.99,3.81,3.82,2.05,3.56,3.67,1.95
Switzerland,Super League,2020/2021,28/02/2021,15:00,Sion,Vaduz,0,2,A,2.27,3.47,3.28,2.29,3.47,3.35,2.2,3.32,3.21
Switzerland,Super League,2020/2021,03/03/2021,17:15,St. Gallen,Servette,0,1,A,2.61,3.83,2.57,2.61,3.9,2.65,2.51,3.69,2.52
Switzerland,Super League,2020/2021,03/03/2021,19:30,Basel,Young Boys,1,1,D,6.52,4.51,1.43,10,5.5,1.43,8.06,5.13,1.33
Switzerland,Super League,2020/2021,03/03/2021,19:30,Vaduz,Lausanne,0,3,A,3.07,3.39,2.42,3.19,3.46,2.51,2.93,3.24,2.39
Switzerland,Super League,2020/2021,04/03/2021,17:15,Sion,Lugano,0,3,A,3.74,3.11,2.25,3.8,3.13,2.38,3.53,3.03,2.2
Switzerland,Super League,2020/2021,04/03/2021,19:30,Zurich,Luzern,1,2,A,3.51,3.57,2.13,3.51,3.63,2.2,3.27,3.5,2.1
Switzerland,Super League,2020/2021,06/03/2021,17:15,Young Boys,Vaduz,1,1,D,1.33,5.4,10.11,1.36,5.5,10.11,1.32,5.14,8.67
Switzerland,Super League,2020/2021,06/03/2021,19:30,Servette,Basel,2,1,H,2.1,3.64,3.39,2.13,4,3.84,2.02,3.64,3.34
Switzerland,Super League,2020/2021,07/03/2021,15:00,Lausanne,Sion,1,3,A,1.68,3.96,5.23,1.71,4,5.5,1.66,3.85,4.91
Switzerland,Super League,2020/2021,07/03/2021,15:00,Lugano,Zurich,0,1,A,2.33,3.23,3.41,2.33,3.4,3.49,2.26,3.14,3.26
Switzerland,Super League,2020/2021,07/03/2021,15:00,Luzern,St. Gallen,4,2,H,2.13,3.86,3.28,2.2,3.86,3.4,2.12,3.64,3.12
Switzerland,Super League,2020/2021,13/03/2021,17:15,Zurich,Lausanne,1,1,D,3.14,3.46,2.35,3.2,3.46,2.42,3.04,3.28,2.3
Switzerland,Super League,2020/2021,13/03/2021,19:30,Basel,Luzern,4,1,H,2.83,3.68,2.45,2.92,3.8,2.45,2.76,3.58,2.35
Switzerland,Super League,2020/2021,14/03/2021,15:00,Sion,Servette,1,2,A,4.4,3.99,1.79,4.51,3.99,1.9,4.16,3.73,1.79
Switzerland,Super League,2020/2021,14/03/2021,15:00,St. Gallen,Young Boys,2,2,D,3.96,3.99,1.88,4.44,4.09,1.98,3.82,3.75,1.86
Switzerland,Super League,2020/2021,14/03/2021,15:00,Vaduz,Lugano,0,3,A,3.17,3.07,2.55,3.22,3.11,2.65,3.05,2.95,2.49
Switzerland,Super League,2020/2021,20/03/2021,17:15,Lausanne,St. Gallen,4,3,H,2.15,3.9,3.2,2.22,3.91,3.24,2.15,3.64,3.05
Switzerland,Super League,2020/2021,20/03/2021,19:30,Lugano,Basel,2,1,H,2.57,3.32,2.92,2.57,3.5,2.95,2.46,3.28,2.81
Switzerland,Super League,2020/2021,21/03/2021,15:00,Luzern,Sion,1,1,D,1.79,3.73,4.73,1.82,3.85,4.75,1.76,3.68,4.42
Switzerland,Super League,2020/2021,21/03/2021,15:00,Servette,Vaduz,1,2,A,1.64,4.01,5.66,1.68,4.19,6,1.61,3.91,5.28
Switzerland,Super League,2020/2021,21/03/2021,15:00,Young Boys,Zurich,4,0,H,1.35,5.53,8.72,1.44,5.53,8.72,1.36,5.07,7.66
Switzerland,Super League,2020/2021,03/04/2021,17:15,Lausanne,Luzern,2,1,H,2.25,3.64,3.18,2.38,3.65,3.18,2.24,3.46,3.02
Switzerland,Super League,2020/2021,03/04/2021,19:30,St. Gallen,Zurich,1,1,D,1.91,3.97,3.87,1.99,3.97,4.1,1.9,3.71,3.71
Switzerland,Super League,2020/2021,04/04/2021,15:00,Servette,Lugano,1,1,D,1.97,3.51,4.11,2.09,3.62,4.16,1.94,3.45,3.82
Switzerland,Super League,2020/2021,04/04/2021,15:00,Sion,Young Boys,0,3,A,9.13,5.59,1.33,9.5,5.75,1.5,8.57,5.32,1.32
Switzerland,Super League,2020/2021,05/04/2021,15:00,Basel,Vaduz,1,2,A,1.88,3.95,3.96,1.94,3.95,4.3,1.84,3.75,3.89
Switzerland,Super League,2020/2021,10/04/2021,17:15,Lugano,Lausanne,1,0,H,3.02,3.2,2.57,3.1,3.3,2.65,2.91,3.12,2.49
Switzerland,Super League,2020/2021,10/04/2021,19:30,Luzern,Basel,3,4,A,2.22,3.82,3.1,2.3,3.83,3.19,2.17,3.69,3.02
Switzerland,Super League,2020/2021,11/04/2021,15:00,Vaduz,Sion,3,0,H,2.33,3.29,3.34,2.34,3.44,3.6,2.22,3.25,3.25
Switzerland,Super League,2020/2021,11/04/2021,15:00,Young Boys,St. Gallen,2,0,H,1.61,4.57,5.1,1.62,4.75,5.5,1.56,4.45,4.99
Switzerland,Super League,2020/2021,11/04/2021,15:00,Zurich,Servette,1,2,A,3.97,3.92,1.89,4.1,3.92,1.96,3.78,3.68,1.89
Switzerland,Super League,2020/2021,17/04/2021,17:15,Sion,Zurich,2,2,D,3.24,3.45,2.3,3.34,3.5,2.3,3.17,3.34,2.21
Switzerland,Super League,2020/2021,17/04/2021,19:30,St. Gallen,Luzern,0,0,D,2.08,3.96,3.33,2.11,4,3.4,2.02,3.79,3.25
Switzerland,Super League,2020/2021,18/04/2021,15:00,Basel,Servette,5,0,H,2.26,3.86,3.01,2.35,3.88,3.11,2.23,3.66,2.89
Switzerland,Super League,2020/2021,18/04/2021,15:00,Lausanne,Vaduz,2,1,H,1.72,3.79,5.21,1.8,3.86,5.23,1.7,3.69,4.86
Switzerland,Super League,2020/2021,18/04/2021,15:00,Young Boys,Lugano,3,0,H,1.38,4.97,8.94,1.42,5.1,8.94,1.37,4.69,8
Switzerland,Super League,2020/2021,21/04/2021,17:15,Luzern,Lausanne,1,0,H,2.37,3.55,3.04,2.45,3.74,3.04,2.34,3.46,2.85
Switzerland,Super League,2020/2021,21/04/2021,19:30,Lugano,St. Gallen,2,0,H,2.58,3.39,2.86,2.58,3.48,2.91,2.48,3.34,2.74
Switzerland,Super League,2020/2021,21/04/2021,19:30,Vaduz,Basel,1,1,D,3.67,4.01,1.95,3.83,4.01,1.96,3.62,3.74,1.91
Switzerland,Super League,2020/2021,22/04/2021,17:15,Servette,Sion,3,5,A,1.6,4.28,5.63,1.61,4.54,5.63,1.57,4.26,5.18
Switzerland,Super League,2020/2021,22/04/2021,19:30,Zurich,Young Boys,1,2,A,5.12,4.14,1.67,5.6,4.45,1.71,4.82,4.1,1.63
Switzerland,Super League,2020/2021,24/04/2021,17:15,St. Gallen,Vaduz,1,0,H,1.79,3.89,4.57,1.92,4,4.6,1.79,3.74,4.21
Switzerland,Super League,2020/2021,24/04/2021,19:30,Lausanne,Basel,3,3,D,2.22,3.85,3.09,2.31,3.88,3.2,2.2,3.69,2.95
Switzerland,Super League,2020/2021,25/04/2021,15:00,Lugano,Servette,0,1,A,2.57,3.31,2.92,2.6,3.4,2.99,2.49,3.24,2.82
Switzerland,Super League,2020/2021,25/04/2021,15:00,Luzern,Zurich,3,1,H,1.93,3.91,3.8,1.97,3.95,3.94,1.91,3.75,3.67
Switzerland,Super League,2020/2021,25/04/2021,15:00,Young Boys,Sion,2,1,H,1.36,5.74,7.9,1.39,6.02,8.65,1.34,5.46,7.62
Switzerland,Super League,2020/2021,01/05/2021,17:15,Vaduz,Luzern,1,2,A,3.3,3.39,2.3,3.3,4.16,2.33,3.13,3.32,2.25
Switzerland,Super League,2020/2021,01/05/2021,19:30,Basel,St. Gallen,1,0,H,2.26,4.02,2.92,2.3,4.1,3.02,2.19,3.83,2.87
Switzerland,Super League,2020/2021,02/05/2021,15:00,Servette,Young Boys,2,1,H,3.3,3.99,2.08,3.3,4.07,2.11,3.18,3.85,2.04
Switzerland,Super League,2020/2021,02/05/2021,15:00,Sion,Lausanne,1,1,D,4.06,3.6,1.96,4.06,3.8,1.99,3.78,3.56,1.93
Switzerland,Super League,2020/2021,02/05/2021,15:00,Zurich,Lugano,3,0,H,2.73,3.31,2.74,2.85,3.36,2.8,2.69,3.22,2.62
Switzerland,Super League,2020/2021,08/05/2021,17:15,Lugano,Vaduz,0,2,A,2.54,3.12,3.14,2.55,3.3,3.22,2.45,3.1,2.98
Switzerland,Super League,2020/2021,08/05/2021,19:30,Young Boys,Basel,2,0,H,1.56,4.71,5.49,1.64,4.76,5.55,1.57,4.35,5.07
Switzerland,Super League,2020/2021,09/05/2021,15:00,Lausanne,Zurich,2,2,D,1.93,4.05,3.71,2,4.1,3.85,1.91,3.82,3.57
Switzerland,Super League,2020/2021,09/05/2021,15:00,Luzern,Servette,3,0,H,2.36,3.81,2.88,2.45,3.88,2.88,2.34,3.63,2.75
Switzerland,Super League,2020/2021,09/05/2021,15:00,St. Gallen,Sion,0,3,A,1.65,4.31,4.99,1.71,4.4,5,1.65,4.09,4.61
Switzerland,Super League,2020/2021,11/05/2021,17:15,Vaduz,Young Boys,0,2,A,4.47,3.97,1.78,4.76,4.06,1.8,4.34,3.82,1.75
Switzerland,Super League,2020/2021,11/05/2021,19:30,Basel,Lugano,2,0,H,1.89,3.73,4.2,1.92,3.77,4.22,1.86,3.6,3.98
Switzerland,Super League,2020/2021,12/05/2021,17:15,Servette,Lausanne,1,4,A,2.02,3.85,3.46,2.15,4.09,3.5,2.03,3.77,3.25
Switzerland,Super League,2020/2021,12/05/2021,19:30,Sion,Luzern,1,1,D,3.1,3.68,2.22,3.3,3.75,2.35,3.07,3.56,2.18
Switzerland,Super League,2020/2021,12/05/2021,19:30,Zurich,St. Gallen,2,2,D,3.07,3.6,2.27,3.08,3.63,2.35,2.97,3.5,2.25
Switzerland,Super League,2020/2021,15/05/2021,19:30,Basel,Zurich,4,0,H,1.73,4.13,4.49,1.79,4.23,4.75,1.74,3.96,4.2
Switzerland,Super League,2020/2021,15/05/2021,19:30,Lugano,Sion,3,1,H,2.3,3.54,3.07,2.45,3.55,3.3,2.28,3.38,3.01
Switzerland,Super League,2020/2021,15/05/2021,19:30,St. Gallen,Lausanne,5,0,H,2.16,3.6,3.3,2.25,3.84,3.4,2.15,3.56,3.13
Switzerland,Super League,2020/2021,15/05/2021,19:30,Vaduz,Servette,1,3,A,3.42,3.61,2.11,3.5,3.68,2.13,3.33,3.51,2.08
Switzerland,Super League,2020/2021,15/05/2021,19:30,Young Boys,Luzern,5,2,H,1.55,4.52,5.63,1.57,4.63,6,1.53,4.43,5.43
Switzerland,Super League,2020/2021,21/05/2021,19:30,Lausanne,Young Boys,2,4,A,4.09,4.23,1.78,4.2,4.6,1.8,3.9,4.3,1.73
Switzerland,Super League,2020/2021,21/05/2021,19:30,Luzern,Lugano,1,2,A,1.98,3.95,3.51,2.01,3.99,3.63,1.95,3.8,3.44
Switzerland,Super League,2020/2021,21/05/2021,19:30,Servette,St. Gallen,1,2,A,1.41,5.22,6.96,1.42,6,8,1.36,5.36,6.84
Switzerland,Super League,2020/2021,21/05/2021,19:30,Sion,Basel,4,0,H,2.15,4.27,2.9,2.26,4.33,3.02,2.16,4.06,2.81
Switzerland,Super League,2020/2021,21/05/2021,19:30,Zurich,Vaduz,4,1,H,3.05,3.86,2.19,3.15,3.94,2.3,2.98,3.72,2.17
Switzerland,Challenge League,2020/2021,27/05/2021,19:30,Thun,Sion,1,4,A,2.94,3.51,2.45,2.95,3.7,2.46,2.77,3.43,2.38
Switzerland,Challenge League,2020/2021,30/05/2021,15:00,Sion,Thun,2,3,A,1.98,3.86,3.69,2,3.86,3.85,1.93,3.67,3.55
Switzerland,Super League,2021/2022,24/07/2021,17:00,Luzern,Young Boys,3,4,A,3.3,3.75,2.16,3.4,3.77,2.19,3.21,3.62,2.09
Switzerland,Super League,2021/2022,24/07/2021,19:30,Lausanne,St. Gallen,1,2,A,2.21,3.93,3.06,2.3,3.95,3.15,2.19,3.75,2.92
Switzerland,Super League,2021/2022,25/07/2021,13:15,Lugano,Zurich,0,2,A,2.19,3.59,3.34,2.26,3.7,3.44,2.16,3.44,3.21
Switzerland,Super League,2021/2022,25/07/2021,15:30,Grasshoppers,Basel,0,2,A,3.82,3.63,2.01,4.16,3.79,2.06,3.59,3.58,1.97
Switzerland,Super League,2021/2022,25/07/2021,15:30,Sion,Servette,1,2,A,3,3.91,2.25,3.2,4,2.3,2.92,3.76,2.19
Switzerland,Super League,2021/2022,31/07/2021,17:00,Zurich,Lausanne,3,1,H,2.02,3.66,3.77,2.24,3.72,3.9,2.02,3.53,3.5
Switzerland,Super League,2021/2022,31/07/2021,19:30,Young Boys,Grasshoppers,0,0,D,1.34,5.43,9.27,1.36,5.76,9.4,1.32,5.3,8.31
Switzerland,Super League,2021/2022,01/08/2021,13:15,St. Gallen,Luzern,2,2,D,1.99,4.05,3.5,2.05,4.1,3.8,1.97,3.87,3.34
Switzerland,Super League,2021/2022,01/08/2021,15:30,Basel,Sion,6,1,H,1.59,4.27,5.78,1.6,4.6,6,1.55,4.19,5.51
Switzerland,Super League,2021/2022,01/08/2021,15:30,Servette,Lugano,0,2,A,1.99,3.4,4.19,2,3.6,4.2,1.94,3.39,3.9
Switzerland,Super League,2021/2022,07/08/2021,17:00,Sion,Young Boys,1,0,H,6.86,4.69,1.47,7.5,4.95,1.53,6.34,4.56,1.45
Switzerland,Super League,2021/2022,07/08/2021,19:30,Grasshoppers,Lausanne,3,1,H,2.02,3.6,3.82,2.04,3.68,3.86,1.96,3.53,3.65
Switzerland,Super League,2021/2022,08/08/2021,13:15,Lugano,St. Gallen,2,1,H,2.32,3.39,3.25,2.4,3.5,3.26,2.29,3.28,3.07
Switzerland,Super League,2021/2022,08/08/2021,15:30,Basel,Servette,5,1,H,1.81,4.17,3.92,1.89,4.2,4.36,1.8,3.98,3.81
Switzerland,Super League,2021/2022,08/08/2021,15:30,Luzern,Zurich,1,3,A,2.11,3.93,3.28,2.16,3.93,3.36,2.09,3.72,3.14
Switzerland,Super League,2021/2022,21/08/2021,17:00,Zurich,Grasshoppers,2,1,H,1.93,3.71,4.01,2,3.92,4.2,1.9,3.62,3.8
Switzerland,Super League,2021/2022,21/08/2021,19:30,St. Gallen,Sion,1,1,D,1.53,4.99,5.48,1.6,5,5.8,1.51,4.67,5.26
Switzerland,Super League,2021/2022,22/08/2021,13:15,Lausanne,Basel,2,2,D,4.28,4.43,1.74,4.65,4.43,1.82,4.16,4.1,1.72
Switzerland,Super League,2021/2022,22/08/2021,15:30,Servette,Luzern,4,1,H,1.85,4.14,3.92,2.08,4.15,4.01,1.89,3.92,3.61
Switzerland,Super League,2021/2022,28/08/2021,17:00,St. Gallen,Zurich,3,3,D,1.95,4.04,3.64,2,4.13,3.8,1.91,3.89,3.53
Switzerland,Super League,2021/2022,28/08/2021,19:30,Sion,Lugano,3,2,H,2.85,3.38,2.59,2.85,3.56,2.59,2.76,3.3,2.51
Switzerland,Super League,2021/2022,29/08/2021,13:15,Luzern,Lausanne,1,1,D,1.88,3.96,3.97,1.88,4.1,4.2,1.83,3.83,3.87
Switzerland,Super League,2021/2022,29/08/2021,15:30,Basel,Young Boys,1,1,D,3.25,3.88,2.13,3.4,3.98,2.19,3.15,3.74,2.09
Switzerland,Super League,2021/2022,29/08/2021,15:30,Grasshoppers,Servette,1,1,D,3.02,3.68,2.32,3.16,3.79,2.32,2.96,3.55,2.24
Switzerland,Super League,2021/2022,11/09/2021,17:00,Luzern,Grasshoppers,1,1,D,1.94,3.8,3.88,2.08,4.1,4.6,1.82,3.78,3.99
Switzerland,Super League,2021/2022,11/09/2021,19:30,Young Boys,Zurich,4,0,H,1.34,5.75,8.62,1.5,5.76,9.5,1.31,5.43,8.58
Switzerland,Super League,2021/2022,12/09/2021,13:15,Servette,St. Gallen,5,1,H,1.9,3.97,3.87,2.17,4.1,4.33,1.88,3.84,3.67
Switzerland,Super League,2021/2022,12/09/2021,15:30,Lausanne,Sion,1,1,D,2.1,3.66,3.5,2.11,3.98,3.51,2.05,3.57,3.36
Switzerland,Super League,2021/2022,12/09/2021,15:30,Lugano,Basel,1,1,D,2.99,3.49,2.43,3.3,3.67,2.43,2.92,3.46,2.3
Switzerland,Super League,2021/2022,21/09/2021,19:30,Zurich,Servette,2,2,D,2.45,3.59,2.89,2.46,3.9,3,2.28,3.61,2.86
Switzerland,Super League,2021/2022,22/09/2021,17:00,Lausanne,Young Boys,1,6,A,7.13,5.2,1.42,8,5.3,1.42,7.07,4.92,1.39
Switzerland,Super League,2021/2022,22/09/2021,19:30,St. Gallen,Basel,0,2,A,2.51,4.01,2.6,2.7,4.1,2.66,2.51,3.78,2.48
Switzerland,Super League,2021/2022,23/09/2021,19:30,Lugano,Grasshoppers,1,1,D,2.26,3.21,3.58,2.26,3.27,3.8,2.19,3.11,3.47
Switzerland,Super League,2021/2022,23/09/2021,19:30,Sion,Luzern,1,1,D,2.38,3.68,2.93,2.42,3.8,3,2.29,3.61,2.83
Switzerland,Super League,2021/2022,25/09/2021,17:00,Young Boys,St. Gallen,2,1,H,1.18,7.9,15.56,1.33,8.79,17,1.17,7.47,13.6
Switzerland,Super League,2021/2022,25/09/2021,19:30,Servette,Lausanne,1,1,D,1.56,4.65,5.52,1.59,4.65,5.7,1.54,4.39,5.23
Switzerland,Super League,2021/2022,26/09/2021,13:15,Luzern,Lugano,2,3,A,2.32,3.52,3.15,2.35,3.54,3.19,2.27,3.37,3.03
Switzerland,Super League,2021/2022,26/09/2021,15:30,Basel,Zurich,3,1,H,1.79,4.24,4.14,1.81,4.25,4.75,1.74,4.04,4.13
Switzerland,Super League,2021/2022,26/09/2021,15:30,Grasshoppers,Sion,3,1,H,2.05,3.7,3.6,2.1,3.85,3.7,2.01,3.59,3.44
Switzerland,Super League,2021/2022,02/10/2021,17:00,Grasshoppers,St. Gallen,5,2,H,2.31,3.58,3.12,2.45,3.68,3.12,2.27,3.43,3
Switzerland,Super League,2021/2022,02/10/2021,19:30,Lugano,Lausanne,2,0,H,1.83,3.69,4.61,1.95,3.72,4.75,1.81,3.55,4.32
Switzerland,Super League,2021/2022,03/10/2021,13:15,Zurich,Sion,6,2,H,1.64,4.5,4.92,1.8,4.51,4.98,1.64,4.26,4.54
Switzerland,Super League,2021/2022,03/10/2021,15:30,Basel,Luzern,1,1,D,1.48,4.94,6.27,1.53,4.95,6.38,1.48,4.67,5.73
Switzerland,Super League,2021/2022,03/10/2021,15:30,Servette,Young Boys,0,6,A,3.73,3.87,1.97,4,4.11,1.99,3.66,3.81,1.89
Switzerland,Super League,2021/2022,16/10/2021,17:00,Young Boys,Luzern,1,1,D,1.2,7.34,13.75,1.27,7.5,13.76,1.2,6.78,11.74
Switzerland,Super League,2021/2022,16/10/2021,19:30,Zurich,Lugano,1,0,H,2.05,3.42,3.92,2.12,3.72,3.92,2.01,3.39,3.63
Switzerland,Super League,2021/2022,17/10/2021,13:15,Lausanne,Grasshoppers,3,1,H,3.05,3.61,2.33,3.1,3.68,2.42,2.95,3.47,2.27
Switzerland,Super League,2021/2022,17/10/2021,15:30,Sion,Basel,0,1,A,3.84,3.82,1.95,4.2,4.4,1.96,3.72,3.78,1.88
Switzerland,Super League,2021/2022,17/10/2021,15:30,St. Gallen,Servette,2,1,H,2.5,3.77,2.71,2.5,4.01,2.81,2.42,3.68,2.62
Switzerland,Super League,2021/2022,23/10/2021,17:00,Young Boys,Lausanne,3,2,H,1.17,8.24,15.88,1.21,9.4,19,1.14,7.91,15.66
Switzerland,Super League,2021/2022,23/10/2021,19:30,Grasshoppers,Zurich,3,3,D,2.54,3.62,2.75,2.75,3.74,2.78,2.53,3.49,2.6
Switzerland,Super League,2021/2022,24/10/2021,13:15,Luzern,St. Gallen,2,0,H,2.28,3.92,2.94,2.28,3.98,3.1,2.2,3.76,2.91
Switzerland,Super League,2021/2022,24/10/2021,15:30,Basel,Lugano,2,0,H,1.88,3.62,4.39,1.95,4.01,5.54,1.87,3.54,4.03
Switzerland,Super League,2021/2022,24/10/2021,15:30,Servette,Sion,1,2,A,1.52,4.81,5.83,1.65,4.81,6,1.54,4.38,5.35
Switzerland,Super League,2021/2022,30/10/2021,17:00,St. Gallen,Young Boys,3,1,H,5.03,4.46,1.63,5.75,4.75,1.63,5.08,4.48,1.55
Switzerland,Super League,2021/2022,30/10/2021,19:30,Zurich,Basel,3,3,D,2.07,3.98,3.33,2.26,4.05,3.38,2.06,3.8,3.16
Switzerland,Super League,2021/2022,31/10/2021,13:15,Sion,Grasshoppers,1,3,A,2.78,3.59,2.53,2.87,3.74,2.53,2.73,3.48,2.42
Switzerland,Super League,2021/2022,31/10/2021,15:30,Lausanne,Luzern,1,1,D,2.35,3.79,2.91,2.55,3.79,2.95,2.36,3.5,2.8
Switzerland,Super League,2021/2022,31/10/2021,15:30,Lugano,Servette,2,1,H,2.46,3.55,2.9,2.5,3.67,2.94,2.39,3.42,2.8
Switzerland,Super League,2021/2022,06/11/2021,17:00,Grasshoppers,Young Boys,1,1,D,4.16,3.62,1.93,4.57,4.01,1.94,3.94,3.73,1.84
Switzerland,Super League,2021/2022,06/11/2021,19:30,Luzern,Sion,0,1,A,1.72,4.02,4.83,1.82,4.2,4.85,1.71,3.84,4.5
Switzerland,Super League,2021/2022,07/11/2021,13:15,Servette,Zurich,1,2,A,2.06,3.91,3.42,2.2,4.05,3.42,2.04,3.78,3.2
Switzerland,Super League,2021/2022,07/11/2021,15:30,Basel,St. Gallen,0,1,A,1.68,4.37,4.75,1.68,4.5,5.1,1.63,4.23,4.62
Switzerland,Super League,2021/2022,07/11/2021,15:30,Lausanne,Lugano,0,2,A,2.64,3.27,2.84,2.66,3.48,2.87,2.58,3.2,2.73
Switzerland,Super League,2021/2022,20/11/2021,17:00,Sion,Zurich,0,1,A,3.42,3.81,2.09,3.6,3.88,2.13,3.31,3.65,2.04
Switzerland,Super League,2021/2022,21/11/2021,13:15,St. Gallen,Lausanne,0,1,A,1.86,3.93,4.09,1.9,4.09,4.21,1.83,3.78,3.91
Switzerland,Super League,2021/2022,21/11/2021,15:30,Lugano,Luzern,3,1,H,2.59,3.37,2.86,2.6,3.46,3.35,2.48,3.23,2.85
Switzerland,Super League,2021/2022,21/11/2021,15:30,Servette,Grasshoppers,3,2,H,1.93,3.88,3.85,2.1,3.88,3.85,1.96,3.65,3.55
Switzerland,Super League,2021/2022,27/11/2021,17:00,Grasshoppers,Lugano,0,1,A,2.28,3.36,3.37,2.55,3.44,3.42,2.3,3.24,3.11
Switzerland,Super League,2021/2022,27/11/2021,19:30,Sion,St. Gallen,3,1,H,2.91,3.84,2.33,2.92,3.84,2.45,2.77,3.57,2.36
Switzerland,Super League,2021/2022,28/11/2021,13:15,Zurich,Young Boys,1,0,H,3.36,3.87,2.09,3.52,4.1,2.12,3.28,3.79,2.01
Switzerland,Super League,2021/2022,28/11/2021,15:30,Lausanne,Servette,0,3,A,2.6,3.53,2.74,2.95,3.71,2.75,2.54,3.46,2.6
Switzerland,Super League,2021/2022,28/11/2021,15:30,Luzern,Basel,1,3,A,2.5,3.83,2.45,2.85,3.86,2.75,2.56,3.64,2.49
Switzerland,Super League,2021/2022,01/12/2021,19:30,Young Boys,Lugano,3,1,H,1.53,4.36,6.39,1.55,4.5,6.6,1.51,4.29,5.94
Switzerland,Super League,2021/2022,04/12/2021,17:00,Zurich,Luzern,4,0,H,1.87,3.95,4.05,1.88,4.3,4.95,1.81,3.87,3.98
Switzerland,Super League,2021/2022,04/12/2021,19:30,Young Boys,Servette,1,2,A,1.44,4.96,7.04,1.51,5.5,7.2,1.42,4.91,6.49
Switzerland,Super League,2021/2022,05/12/2021,13:15,Basel,Lausanne,1,1,D,1.59,4.42,5.47,1.6,4.75,5.8,1.56,4.35,5.15
Switzerland,Super League,2021/2022,05/12/2021,15:30,Lugano,Sion,2,0,H,1.76,3.71,5.06,1.8,3.85,5.13,1.74,3.61,4.7
Switzerland,Super League,2021/2022,05/12/2021,15:30,St. Gallen,Grasshoppers,0,4,A,2.32,3.81,2.95,2.4,3.82,3,2.31,3.58,2.85
